source,target
Substanz,उपप्रांत
admire,प्रशंसा
bullets,गोलियों
cavernous,गुफाओंवाला
enkel,enkel
ennobling,ऊंचा करनेवाला
idolaters,मूर्तिपूजक
mountain's,पहाड़ों
rechte,फिर से लगाना
xxvi,xxvi
Compuserve,कम्प्युसर्व
Derues,व्युत्पन्न
Jerry's,जेरी का
Latimer,लैटिमर
THOMAS,थॉमस
kindnesses,दयालुता
reported,की सूचना दी
revolutionists,क्रांतिकारियों
sucht,ऐसे
thankless,अकृतज्ञ
zagen,Zagen
Entrance,प्रवेश
Epist,महाकाव्य
Gaspar,गैस्पर
Longestaffe,सबसे लंबे समय तक
Lyell,लिएल
Mott,मॉट
Sandford,सैंडफोर्ड
behoveth,शोक
bestaan,सबसे अच्छा
dieselben,डीज़लबेन
días,दास
pence,पेंस
rills,भरता है
speechless,बोली बंद होना
squander,गंवाना
stellt,स्टेल्ट
student's,छात्र का
sécria,sÃ © cria
woful,woful
Mekka,मक्का
Serapis,सर्पिस
Stuttgart,स्टटगर्ट
Zulus,जूलू
apathetic,उदासीन
childhood's,बचपन का
cornet,कॉर्नेट
drank,पिया
hoped,आशा व्यक्त की
hussy,रंगी
moeite,शोक
passionless,धीर
tatters,फटे कपड़े
Pick,चुनना
darlings,प्यारो
diagonally,तिरछे
excursion,सैर
forthwith,तुरंत
gasps,हाँफना
ignorantly,नादानी
ineffective,अप्रभावी
mellem,मेल
mikään,mikÃ¤Ã¤n
mount,पर्वत
pulpits,गूदा
selects,चयन
sentant,भेजा हुआ
vaisseau,वैसाऊ
Aujourd'hui,औजोरदहुई
Jefferson's,जेफरसन की
Leurs,Leurs
agrarian,कृषि
berths,बर्थ
clarified,स्पष्ट किया
impurity,अपवित्रता
jotta,जटा
natures,प्रकृति
navies,नौसेनाओं
palette,पैलेट
reckons,गिनाते
secondes,दूसरा
sooty,साँवला
Blackwood,काली लकड़ी
Bourne,सीमा
Current,वर्तमान
Disease,रोग
Gun,बंदूक
Sachen,सचिन
WILLIAMS,विलियम्स
ger,जर
joiden,Joiden
pattes,धैर्य रखने वाला
vulgarly,अशिष्ट रूप से
Befehl,बेफाल
Bloody,रक्तरंजित
Professors,प्रोफेसर
Variety,वैराइटी
annul,रद्द
birds',पक्षी '
diplomatists,राजनयिक
horizons,क्षितिज
oreille,अयस्क
remorseful,ग्लानि से पूर्ण
rumoured,अफवाह
Etruria,एत्रुरिया
Hawley,हॉले
Hereford,हियरफ़ोर्ड
Hilton,हिल्टन
Justice,न्याय
VOYAGE,जलयात्रा
Wishing,बधाई
Zanzibar,जंजीबार
capes,टोपी
communities,समुदाय
crowded,भीड़
disused,अनुपयोगी
fantastically,सनक से
farewells,विदाई
gaseous,गैसीय
gewesen,Gewesen
janitor,चौकीदार
mapped,मैप किए गए
omnium,ओम्नियम
salute,सलाम
smothering,गला दबाने
Emperour,एक प्रकार का पौधा
GOVERNMENT,सरकार
Holiday,छुट्टी का दिन
Mo,एमओ
Shere,शेरे
cracker,पटाखा
enamelled,रोग़न से चढा़ता हुआ
enigmatical,पेचीदा
parables,दृष्टान्तों
principals,प्रिंसिपलों
slaveholding,गुलाम बनाना
sovereign's,संप्रभु का
subdued,मातहत
zufrieden,Zufrieden
Emily,एमिली
MIRROR,आईना
Marvin,मारविन
Prioress,मठाध्यक्षा
Rachel's,रेचेल की
Reef,चट्टान
Saa,सा
despotism,तानाशाही
interpreter,दुभाषिया
mijnheer,Mijnheer
nennt,सन्निपात
stateroom,अलग केबिन
vacantly,उदासीनता से
welken,वेल्ड किया हुआ
Adjutant,एजीटांट
Crosbie,क्रॉसबी
Hus,हस
MCImail,MCImail
Thick,मोटा
allegiance,निष्ठा
director,निदेशक
gruffly,दो टूक
hoi,होई
peasants,किसानों
readiness,तत्परता
sepulchres,कब्रें
siège,सिआ¨ग
Agni,अग्नि
Gesetze,Gesetze
Invisible,अदृश्य
Rejoice,ख़ुश हो जाओ
Sicherheit,सिचारेहित
Stille,तना हुआ
ainakin,ऐनकिन
deceased,मृतक
godt,देवता
heut,हेत
kerosene,मिटटी तेल
kingdoms,राज्यों
l'hiver,l'hiver
obsession,जुनून
perfume,इत्र
principaux,रियासत
profaned,अपवित्र ठहराया
qu'aux,qu'aux
siècles,शियाओं
skulking,छिपा हुआ
unproductive,अनुर्वर
Anzahl,अंजहल
Faustus,फ़ॉस्टस
Grimes,घास
Jésus,जा © सस
Normal,साधारण
USA,अमेरीका
blacksmith's,लोहार की
covertly,छिपकर
dislodged,उखाड़ फेंकना
financiers,फाइनेंसरों
gravement,क़ब्र
issued,जारी किया गया
jemals,जेमल्स
monastery,मठ
nightingales,रात के पहर
ny,न्यूयॉर्क
occupe,कब्जा करना
politischen,Politischen
practicable,संभव
preference,पसंद
schoolboys,स्कूली बच्चों
separate,अलग
stagnation,स्थिरता
supplicating,उपहास करना
winsome,मनोहर
Charlton,चार्लटन
Creator,रचनाकार
Geister,भूचर
HOPE,आशा
Prospect,आशा
Ralph's,राल्फ का
Sidney,सिडनी
Sorge,सोरगे
aquellas,एक्वलस
circuits,सर्किट
cleared,को मंजूरी दे दी
medium,मध्यम
meillä,meillÃ¤
outwitted,मात
panelled,पैनल
playthings,खेल
slip,पर्ची
Flushing,फ्लशिंग
Mangel,चारे का चुक़ंदर
Pichegru,पीचगुरु
Wilcox,विलकॉक्स
Wiltshire,विल्टशायर
acted,में काम किया
costs,लागत
einfach,Einfach
formidable,दुर्जेय
gehn,गेहं
indubitable,ज़ाहिर
pilgrimages,तीर्थ
successfully,सफलतापूर्वक
thistles,गोखरू
traversa,ट्रैवरसा
Anderson's,एंडरसन का
DOROTHY,डोरोथी
Duane,डुआन
Rachel,राहेल
Tür,तूर
Wahl,वाहल
Warren's,वारेन का
calms,शांत करता है
chapitre,चैप्टर
dorsal,पृष्ठीय
mechanically,यंत्रवत्
mir,मीर
ADVENTURES,रोमांच
Negers,नीगर
Parnassus,कविता
Putney,पुटनी
SEPTEMBER,सितंबर
dragoon,विवश कर देना
exploited,शोषित
lacerated,लुंज
lasted,चली
renown,यश
shrilly,बारीक और तेज आवाज
Darby,डार्बी
Meta,मेटा
Vast,व्यापक
agréable,agrÃ © सक्षम
fasted,उपवास
liue,झूठ बोलना
mincing,नख़रेबाज़
monstre,राक्षसी
potest,सबसे शक्तिशाली
rocher,मुर्गा
sanctions,प्रतिबंधों
sinners,पापियों
Bragelonne,ब्रागेलोन
Hippocrates,हिप्पोक्रेट्स
Neck,गरदन
Ozma,ओजमा
Railways,रेलवे
Tahoe,तेहो
adroitness,चतुराई
assists,सहायता
bashfulness,लज्जा
exactitude,शुद्धता
liest,पड़ा
magnates,रईसों
professor's,प्रोफेसर का
rappelait,रपेलेइट
